longitude,latitude
-98.5828000,26.2564000
-98.5792000,26.2512000
-98.5851000,26.2444000
-98.5796000,26.2345000
-98.5767000,26.2338000
-98.5736000,26.2389000
-98.5696000,26.2415000
-98.5663000,26.2416000
-98.5641000,26.2359000
-98.5646000,26.2263000
-98.5621000,26.2242000
-98.5594000,26.2250000
-98.5554000,26.2322000
-98.5473000,26.2344000
-98.5455000,26.2378000
-98.5470000,26.2417000
-98.5528000,26.2417000
-98.5582000,26.2444000
-98.5574000,26.2476000
-98.5442000,26.2442000
-98.5356000,26.2254000
-98.5298000,26.2271000
-98.5254000,26.2344000
-98.5220000,26.2355000
-98.5214000,26.2324000
-98.5267000,26.2279000
-98.5254000,26.2215000
-98.5214000,26.2204000
-98.5198000,26.2239000
-98.5126000,26.2271000
-98.5053000,26.2231000
-98.5006000,26.2223000
-98.5076000,26.2124000
-98.5073000,26.2093000
-98.5039000,26.2084000
-98.4904000,26.2130000
-98.4862000,26.2128000
-98.4819000,26.2087000
-98.4818000,26.2049000
-98.4836000,26.2021000
-98.4814000,26.2006000
-98.4784000,26.2016000
-98.4775000,26.2038000
-98.4787000,26.2093000
-98.4830000,26.2151000
-98.4817000,26.2194000
-98.4705000,26.2208000
-98.4606000,26.2261000
-98.4578000,26.2248000
-98.4563000,26.2177000
-98.4545000,26.2167000
-98.4498000,26.2229000
-98.4448000,26.2243000
-98.4418000,26.2217000
-98.4391000,26.2145000
-98.4396000,26.2101000
-98.4444000,26.2050000
-98.4448000,26.2011000
-98.4418000,26.1982000
-98.4255000,26.1914000
-98.4168000,26.1836000
-98.4033000,26.1817000
-98.4017000,26.1782000
-98.4026000,26.1716000
-98.3931000,26.1672000
-98.3870000,26.1577000
-98.3829000,26.1566000
-98.3664000,26.1577000
-98.3642000,26.1621000
-98.3672000,26.1685000
-98.3598000,26.1725000
-98.3576000,26.1681000
-98.3589000,26.1594000
-98.3521000,26.1511000
-98.3487000,26.1536000
-98.3486000,26.1607000
-98.3462000,26.1657000
-98.3428000,26.1670000
-98.3356000,26.1657000
-98.3334000,26.1591000
-98.3388000,26.1527000
-98.3384000,26.1500000
-98.3352000,26.1460000
-98.3267000,26.1432000
-98.3346000,26.1412000
-98.3356000,26.1383000
-98.3216000,26.1183000
-98.3101000,26.1143000
-98.3056000,26.1028000
-98.2995000,26.1020000
-98.2977000,26.1034000
-98.2976000,26.1054000
-98.3020000,26.1067000
-98.3036000,26.1100000
-98.2999000,26.1178000
-98.2969000,26.1203000
-98.2912000,26.1208000
-98.2750000,26.1158000
-98.2716000,26.1171000
-98.2692000,26.1204000
-98.2661000,26.1207000
-98.2658000,26.1171000
-98.2720000,26.1134000
-98.2705000,26.1066000
-98.2824000,26.1079000
-98.2882000,26.1064000
-98.2882000,26.1043000
-98.2847000,26.1011000
-98.2772000,26.0989000
-98.2680000,26.0928000
-98.2643000,26.0849000
-98.2516000,26.0787000
-98.2495000,26.0722000
-98.2293000,26.0772000
-98.2192000,26.0759000
-98.2132000,26.0692000
-98.2048000,26.0664000
-98.1995000,26.0563000
-98.1948000,26.0531000
-98.1924000,26.0533000
-98.1873000,26.0643000
-98.1834000,26.0637000
-98.1794000,26.0600000
-98.1769000,26.0607000
-98.1768000,26.0631000
-98.1806000,26.0662000
-98.1797000,26.0735000
-98.1768000,26.0753000
-98.1723000,26.0716000
-98.1681000,26.0629000
-98.1613000,26.0645000
-98.1583000,26.0637000
-98.1580000,26.0606000
-98.1623000,26.0568000
-98.1620000,26.0541000
-98.1587000,26.0536000
-98.1517000,26.0583000
-98.1493000,26.0553000
-98.1494000,26.0512000
-98.1470000,26.0491000
-98.1434000,26.0506000
-98.1396000,26.0566000
-98.1368000,26.0630000
-98.1366000,26.0705000
-98.1319000,26.0743000
-98.1283000,26.0730000
-98.1313000,26.0646000
-98.1274000,26.0620000
-98.1047000,26.0676000
-98.0983000,26.0605000
-98.0936000,26.0586000
-98.0816000,26.0639000
-98.0811000,26.0662000
-98.0857000,26.0695000
-98.0811000,26.0713000
-98.0763000,26.0675000
-98.0753000,26.0597000
-98.0702000,26.0521000
-98.0718000,26.0447000
-98.0802000,26.0418000
-98.0776000,26.0366000
-98.0729000,26.0364000
-98.0622000,26.0463000
-98.0459000,26.0443000
-98.0387000,26.0414000
-98.0344000,26.0509000
-98.0332000,26.0616000
-98.0279000,26.0670000
-98.0249000,26.0655000
-98.0211000,26.0586000
-98.0159000,26.0616000
-98.0140000,26.0662000
-98.0120000,26.0661000
-98.0107000,26.0628000
-98.0129000,26.0581000
-98.0119000,26.0561000
-98.0078000,26.0621000
-98.0026000,26.0649000
-97.9973000,26.0647000
-97.9919000,26.0582000
-97.9888000,26.0606000
-97.9875000,26.0661000
-97.9802000,26.0672000
-97.9786000,26.0589000
-97.9736000,26.0576000
-97.9700000,26.0533000
-97.9659000,26.0517000
-97.9623000,26.0530000
-97.9552000,26.0614000
-97.9511000,26.0622000
-97.9448000,26.0602000
-97.9370000,26.0530000
-97.9336000,26.0530000
-97.9313000,26.0553000
-97.9314000,26.0582000
-97.9370000,26.0619000
-97.9336000,26.0656000
-97.9306000,26.0645000
-97.9271000,26.0548000
-97.9196000,26.0580000
-97.9105000,26.0565000
-97.9010000,26.0611000
-97.8910000,26.0603000
-97.8884000,26.0620000
-97.8871000,26.0666000
-97.8768000,26.0646000
-97.8690000,26.0568000
-97.8641000,26.0682000
-97.8614000,26.0700000
-97.8594000,26.0664000
-97.8624000,26.0610000
-97.8610000,26.0530000
-97.8505000,26.0519000
-97.8392000,26.0531000
-97.8361000,26.0509000
-97.8343000,26.0456000
-97.8287000,26.0503000
-97.8258000,26.0558000
-97.8193000,26.0566000
-97.8149000,26.0540000
-97.8165000,26.0454000
-97.8124000,26.0441000
-97.8110000,26.0454000
-97.8123000,26.0486000
-97.8113000,26.0553000
-97.8080000,26.0581000
-97.8011000,26.0602000
-97.7989000,26.0528000
-97.7928000,26.0532000
-97.7888000,26.0494000
-97.7892000,26.0478000
-97.7956000,26.0471000
-97.7979000,26.0431000
-97.7973000,26.0393000
-97.7917000,26.0338000
-97.7818000,26.0338000
-97.7779000,26.0292000
-97.7750000,26.0330000
-97.7692000,26.0365000
-97.7760000,26.0406000
-97.7766000,26.0447000
-97.7680000,26.0473000
-97.7627000,26.0416000
-97.7642000,26.0284000
-97.7615000,26.0256000
-97.7522000,26.0315000
-97.7488000,26.0303000
-97.7493000,26.0270000
-97.7480000,26.0261000
-97.7428000,26.0297000
-97.7353000,26.0284000
-97.7347000,26.0320000
-97.7214000,26.0313000
-97.7182000,26.0289000
-97.7216000,26.0241000
-97.7205000,26.0230000
-97.7095000,26.0262000
-97.7092000,26.0346000
-97.7071000,26.0377000
-97.7042000,26.0354000
-97.7022000,26.0308000
-97.6970000,26.0307000
-97.6976000,26.0239000
-97.6916000,26.0188000
-97.6898000,26.0221000
-97.6937000,26.0274000
-97.6933000,26.0324000
-97.6876000,26.0273000
-97.6757000,26.0258000
-97.6732000,26.0279000
-97.6761000,26.0305000
-97.6748000,26.0328000
-97.6709000,26.0340000
-97.6690000,26.0294000
-97.6672000,26.0289000
-97.6645000,26.0314000
-97.6638000,26.0376000
-97.6626000,26.0381000
-97.6605000,26.0322000
-97.6674000,26.0245000
-97.6681000,26.0194000
-97.6577000,26.0200000
-97.6516000,26.0159000
-97.6500000,26.0180000
-97.6504000,26.0237000
-97.6464000,26.0274000
-97.6448000,26.0278000
-97.6399000,26.0240000
-97.6371000,26.0197000
-97.6376000,26.0140000
-97.6407000,26.0119000
-97.6490000,26.0126000
-97.6493000,26.0104000
-97.6357000,26.0001000
-97.6324000,26.0009000
-97.6304000,26.0052000
-97.6271000,26.0061000
-97.6263000,26.0031000
-97.6284000,25.9976000
-97.6273000,25.9965000
-97.6232000,25.9972000
-97.6200000,26.0025000
-97.6184000,26.0023000
-97.6184000,25.9951000
-97.6202000,25.9925000
-97.6235000,25.9919000
-97.6258000,25.9952000
-97.6318000,25.9965000
-97.6342000,25.9931000
-97.6343000,25.9895000
-97.6304000,25.9879000
-97.6219000,25.9892000
-97.6199000,25.9877000
-97.6201000,25.9844000
-97.6167000,25.9791000
-97.6079000,25.9768000
-97.6078000,25.9718000
-97.6106000,25.9660000
-97.6021000,25.9574000
-97.5982000,25.9569000
-97.5938000,25.9616000
-97.5821000,25.9624000
-97.5831000,25.9550000
-97.5781000,25.9421000
-97.5751000,25.9430000
-97.5729000,25.9460000
-97.5744000,25.9540000
-97.5679000,25.9525000
-97.5663000,25.9449000
-97.5822000,25.9386000
-97.5840000,25.9357000
-97.5833000,25.9332000
-97.5796000,25.9328000
-97.5744000,25.9351000
-97.5670000,25.9337000
-97.5659000,25.9319000
-97.5680000,25.9278000
-97.5617000,25.9257000
-97.5590000,25.9273000
-97.5591000,25.9320000
-97.5571000,25.9361000
-97.5523000,25.9372000
-97.5462000,25.9342000
-97.5452000,25.9244000
-97.5437000,25.9234000
-97.5373000,25.9308000
-97.5373000,25.9272000
-97.5431000,25.9201000
-97.5300000,25.9199000
-97.5299000,25.9170000
-97.5337000,25.9124000
-97.5333000,25.9084000
-97.5285000,25.9068000
-97.5271000,25.9026000
-97.5237000,25.8990000
-97.5233000,25.8892000
-97.5213000,25.8863000
-97.5108000,25.8875000
-97.5058000,25.8905000
-97.4983000,25.8991000
-97.4964000,25.8959000
-97.4972000,25.8799000
-97.4941000,25.8801000
-97.4879000,25.8855000
-97.4863000,25.8835000
-97.4878000,25.8792000
-97.4845000,25.8788000
-97.4690000,25.8889000
-97.4684000,25.8840000
-97.4747000,25.8797000
-97.4745000,25.8768000
-97.4706000,25.8754000
-97.4627000,25.8827000
-97.4555000,25.8841000
-97.4549000,25.8785000
-97.4567000,25.8686000
-97.4535000,25.8674000
-97.4485000,25.8722000
-97.4446000,25.8678000
-97.4477000,25.8634000
-97.4482000,25.8593000
-97.4520000,25.8587000
-97.4541000,25.8543000
-97.4451000,25.8564000
-97.4440000,25.8549000
-97.4459000,25.8512000
-97.4440000,25.8486000
-97.4410000,25.8478000
-97.4356000,25.8497000
-97.4251000,25.8405000
-97.4120000,25.8415000
-97.4140000,25.8471000
-97.4139000,25.8560000
-97.4124000,25.8599000
-97.4095000,25.8623000
-97.4078000,25.8615000
-97.4092000,25.8575000
-97.4079000,25.8546000
-97.4106000,25.8496000
-97.4079000,25.8452000
-97.4050000,25.8453000
-97.4025000,25.8518000
-97.4002000,25.8521000
-97.3987000,25.8503000
-97.4007000,25.8464000
-97.4005000,25.8414000
-97.4066000,25.8404000
-97.4062000,25.8379000
-97.3990000,25.8389000
-97.3936000,25.8370000
-97.3886000,25.8397000
-97.3869000,25.8439000
-97.3810000,25.8394000
-97.3726000,25.8400000
-97.3705000,25.8500000
-97.3637000,25.8506000
-97.3660000,25.8535000
-97.3752000,25.8539000
-97.3761000,25.8558000
-97.3686000,25.8584000
-97.3618000,25.8690000
-97.3592000,25.8692000
-97.3586000,25.8656000
-97.3564000,25.8679000
-97.3593000,25.8724000
-97.3592000,25.8802000
-97.3642000,25.8778000
-97.3736000,25.8784000
-97.3738000,25.8806000
-97.3676000,25.8846000
-97.3588000,25.8859000
-97.3562000,25.8882000
-97.3580000,25.8900000
-97.3665000,25.8909000
-97.3658000,25.9028000
-97.3742000,25.9061000
-97.3745000,25.9088000
-97.3681000,25.9097000
-97.3683000,25.9155000
-97.3612000,25.9159000
-97.3539000,25.9201000
-97.3496000,25.9258000
-97.3479000,25.9313000
-97.3427000,25.9288000
-97.3368000,25.9297000
-97.3379000,25.9204000
-97.3340000,25.9205000
-97.3330000,25.9262000
-97.3309000,25.9179000
-97.3261000,25.9175000
-97.3246000,25.9183000
-97.3244000,25.9247000
-97.3182000,25.9312000
-97.3136000,25.9310000
-97.3095000,25.9263000
-97.3044000,25.9282000
-97.3032000,25.9370000
-97.2995000,25.9370000
-97.2978000,25.9339000
-97.2956000,25.9333000
-97.2915000,25.9364000
-97.2768000,25.9352000
-97.2770000,25.9397000
-97.2806000,25.9441000
-97.2784000,25.9479000
-97.2831000,25.9490000
-97.2892000,25.9540000
-97.2840000,25.9593000
-97.2764000,25.9522000
-97.2610000,25.9510000
-97.2475000,25.9480000
-97.2388000,25.9557000
-97.2266000,25.9593000
-97.2199000,25.9573000
-97.2086000,25.9639000
-97.2063000,25.9631000
-97.2050000,25.9580000
-97.1971000,25.9579000
-97.1886000,25.9537000
-97.1865000,25.9549000
-97.1868000,25.9584000
-97.1775000,25.9618000
-97.1755000,25.9658000
-97.1686000,25.9606000
-97.1580000,25.9612000
-97.1602000,25.9514000
-97.1595000,25.9491000
-97.1590000,25.7954000
-97.1602000,25.8013000
-97.1575000,25.8109000
-97.1590000,25.8139000
-97.1567000,25.8154000
-97.1666000,25.8182000
-97.1662000,25.8146000
-97.1680000,25.8137000
-97.1789000,25.8116000
-97.1810000,25.8055000
-97.1800000,25.8036000
-97.1714000,25.8029000
-97.1748000,25.8007000
-97.1781000,25.8010000
-97.1831000,25.7955000
-97.1820000,25.8001000
-97.1857000,25.8053000
-97.1903000,25.8011000
-97.1917000,25.7953000
-97.1967000,25.7953000
-97.1957000,25.7986000
-97.1985000,25.7993000
-97.2007000,25.7961000
-97.2032000,25.7972000
-97.2047000,25.7958000
-97.2162000,25.7942000
-97.1668000,25.8044000
-97.1623000,25.8098000
-97.1660000,25.8032000
-97.1668000,25.7977000
-97.1687000,25.7960000
-97.1681000,25.8032000
-97.1668000,25.8044000
-97.1773000,25.7959000
-97.1797000,25.7965000
-97.1775000,25.7977000
-97.1724000,25.7947000
-97.1734000,25.7944000
-97.1770000,25.7944000
-97.1773000,25.7959000
-114.5945000,31.7406000
-114.5988000,31.7333000
-114.6059000,31.7288000
-114.6225000,31.7302000
-114.6674000,31.7479000
-114.6728000,31.7507000
-114.6778000,31.7560000
-114.6323000,31.7572000
-114.6089000,31.7546000
-114.5985000,31.7511000
-114.5925000,31.7459000
-114.5945000,31.7406000
-116.6208000,31.8536000
-116.6211000,31.8540000
-116.6206000,31.8542000
-116.6204000,31.8538000
-116.6208000,31.8536000
-116.7244860,31.7269233
-116.7245000,31.7269000
-116.7260000,31.7275000
-116.7244860,31.7269233
-114.7448000,31.7960000
-114.7476000,31.8003000
-114.7461000,31.7953000
-114.7476000,31.7950000
-114.7443000,31.7900000
-114.7462000,31.7897000
-114.7441000,31.7894000
-114.7381000,31.7752000
-114.7390000,31.7745000
-114.7378000,31.7749000
-114.7305000,31.7649000
-114.7174000,31.7517000
-114.7082000,31.7453000
-114.7088000,31.7395000
-114.7073000,31.7447000
-114.6669000,31.7169000
-114.6535000,31.6949000
-114.6498000,31.6821000
-114.6506000,31.6799000
-114.6544000,31.6780000
-114.6593000,31.6784000
-114.6596000,31.6766000
-114.6623000,31.6756000
-114.6682000,31.6763000
-114.6701000,31.6779000
-114.6695000,31.6829000
-114.6757000,31.6824000
-114.6808000,31.6856000
-114.6880000,31.6869000
-114.6960000,31.6994000
-114.7116000,31.7103000
-114.7118000,31.7089000
-114.7130000,31.7101000
-114.7093000,31.7059000
-114.6970000,31.6985000
-114.6941000,31.6950000
-114.6897000,31.6817000
-114.6930000,31.6791000
-114.7002000,31.6803000
-114.7017000,31.6861000
-114.7043000,31.6870000
-114.7109000,31.6816000
-114.7151000,31.6842000
-114.7125000,31.6812000
-114.7175000,31.6812000
-114.7253000,31.6864000
-114.7221000,31.6946000
-114.7255000,31.6932000
-114.7263000,31.6948000
-114.7299000,31.6953000
-114.7308000,31.6974000
-114.7344000,31.6954000
-114.7407000,31.6951000
-114.7639000,31.7057000
-114.7822000,31.7213000
-114.7815000,31.7234000
-114.7846000,31.7231000
-114.7911000,31.7300000
-114.7966000,31.7426000
-114.8002000,31.7631000
-114.7993000,31.7827000
-114.8017000,31.8010000
-114.7999000,31.8126000
-114.7918000,31.8175000
-114.7862000,31.8187000
-114.7660000,31.8159000
-114.7498000,31.8053000
-114.7435000,31.7971000
-114.7448000,31.7960000
